ID,Name,Number,Time
1408,Test1408,13462,8:53:43 AM.233
1409,Test1409,21748,8:53:43 AM.233
1410,Test1410,23165,8:53:43 AM.233
1411,Test1411,11068,8:53:43 AM.233
1412,Test1412,18726,8:53:43 AM.233
1413,Test1413,16690,8:53:43 AM.233
1414,Test1414,4566,8:53:43 AM.233
1415,Test1415,11924,8:53:43 AM.233
1416,Test1416,215,8:53:43 AM.233
1417,Test1417,20313,8:53:43 AM.233
1418,Test1418,16467,8:53:43 AM.233
1419,Test1419,11173,8:53:43 AM.233
1420,Test1420,6739,8:53:43 AM.233
1421,Test1421,18830,8:53:43 AM.233
1422,Test1422,1894,8:53:43 AM.233
1423,Test1423,13017,8:53:43 AM.233
1424,Test1424,8055,8:53:43 AM.233
1425,Test1425,23227,8:53:43 AM.233
1426,Test1426,21294,8:53:43 AM.233
1427,Test1427,8439,8:53:43 AM.233
1428,Test1428,10311,8:53:43 AM.233
1429,Test1429,638,8:53:43 AM.233
1430,Test1430,11038,8:53:43 AM.233
1431,Test1431,13119,8:53:43 AM.233
1432,Test1432,5881,8:53:43 AM.233
1433,Test1433,12676,8:53:43 AM.233
1434,Test1434,4177,8:53:43 AM.233
1435,Test1435,18309,8:53:43 AM.233
1436,Test1436,17003,8:53:43 AM.233
1437,Test1437,22494,8:53:43 AM.233
1438,Test1438,1432,8:53:43 AM.233
1439,Test1439,4448,8:53:43 AM.233
1440,Test1440,1454,8:53:43 AM.233
1441,Test1441,24061,8:53:43 AM.233
1442,Test1442,17549,8:53:43 AM.233
1443,Test1443,1301,8:53:43 AM.233
1444,Test1444,7746,8:53:43 AM.233
1445,Test1445,6507,8:53:43 AM.233
1446,Test1446,9424,8:53:43 AM.233
1447,Test1447,15131,8:53:43 AM.233
1448,Test1448,3204,8:53:43 AM.233
1449,Test1449,5096,8:53:43 AM.233
1450,Test1450,2429,8:53:43 AM.233
1451,Test1451,12710,8:53:43 AM.233
1452,Test1452,11096,8:53:43 AM.233
1453,Test1453,3005,8:53:43 AM.233
1454,Test1454,4748,8:53:43 AM.233
1455,Test1455,10578,8:53:43 AM.233
1456,Test1456,2126,8:53:43 AM.233
1457,Test1457,6158,8:53:43 AM.233
1458,Test1458,5286,8:53:43 AM.233
1459,Test1459,1780,8:53:43 AM.233
1460,Test1460,7028,8:53:43 AM.233
1461,Test1461,14194,8:53:43 AM.233
1462,Test1462,3623,8:53:43 AM.233
1463,Test1463,12823,8:53:43 AM.233
1464,Test1464,10709,8:53:43 AM.233
1465,Test1465,10045,8:53:43 AM.233
1466,Test1466,5187,8:53:43 AM.233
1467,Test1467,6050,8:53:43 AM.233
1468,Test1468,12512,8:53:43 AM.233
1469,Test1469,11257,8:53:43 AM.233
1470,Test1470,19920,8:53:43 AM.233
1471,Test1471,2721,8:53:43 AM.233
1472,Test1472,18880,8:53:43 AM.233
1473,Test1473,12018,8:53:43 AM.233
1474,Test1474,9718,8:53:43 AM.233
1475,Test1475,7678,8:53:43 AM.233
1476,Test1476,1280,8:53:43 AM.233
1477,Test1477,592,8:53:43 AM.233
1478,Test1478,5271,8:53:43 AM.233
1479,Test1479,1547,8:53:43 AM.233
1480,Test1480,13803,8:53:43 AM.233
1481,Test1481,6162,8:53:43 AM.233
1482,Test1482,5235,8:53:43 AM.233
1483,Test1483,5215,8:53:43 AM.233
1484,Test1484,23208,8:53:43 AM.233
1485,Test1485,23328,8:53:43 AM.233
1486,Test1486,2023,8:53:43 AM.233
1487,Test1487,2875,8:53:43 AM.233
1488,Test1488,7928,8:53:43 AM.233
1489,Test1489,18598,8:53:43 AM.233
1490,Test1490,16182,8:53:43 AM.233
1491,Test1491,10845,8:53:43 AM.233
1492,Test1492,17208,8:53:43 AM.233
1493,Test1493,24652,8:53:43 AM.233
1494,Test1494,22419,8:53:43 AM.233
1495,Test1495,12260,8:53:43 AM.233
1496,Test1496,20438,8:53:43 AM.233
1497,Test1497,4726,8:53:43 AM.233
1498,Test1498,15592,8:53:43 AM.233
1499,Test1499,22700,8:53:43 AM.233
1500,Test1500,1320,8:53:43 AM.233
1501,Test1501,3374,8:53:43 AM.233
1502,Test1502,2619,8:53:43 AM.233
1503,Test1503,16946,8:53:43 AM.233
1504,Test1504,10176,8:53:43 AM.233
1505,Test1505,24708,8:53:43 AM.233
1506,Test1506,18829,8:53:43 AM.233
1507,Test1507,24077,8:53:43 AM.233
1508,Test1508,18286,8:53:43 AM.233
1509,Test1509,22069,8:53:43 AM.233
1510,Test1510,9298,8:53:43 AM.233
1511,Test1511,1533,8:53:43 AM.233
1512,Test1512,886,8:53:43 AM.233
1513,Test1513,3738,8:53:43 AM.233
1514,Test1514,12976,8:53:43 AM.233
1515,Test1515,866,8:53:43 AM.233
1516,Test1516,8958,8:53:43 AM.233
1517,Test1517,23407,8:53:43 AM.233
1518,Test1518,14614,8:53:43 AM.233
1519,Test1519,12381,8:53:43 AM.233
1520,Test1520,8022,8:53:43 AM.233
1521,Test1521,2311,8:53:43 AM.233
1522,Test1522,23121,8:53:43 AM.233
1523,Test1523,18913,8:53:43 AM.233
1524,Test1524,20074,8:53:43 AM.233
1525,Test1525,9074,8:53:43 AM.233
1526,Test1526,10513,8:53:43 AM.233
1527,Test1527,19228,8:53:43 AM.233
1528,Test1528,14598,8:53:43 AM.233
1529,Test1529,22458,8:53:43 AM.233
1530,Test1530,12239,8:53:43 AM.233
1531,Test1531,21554,8:53:43 AM.233
1532,Test1532,10000,8:53:43 AM.233
1533,Test1533,7570,8:53:43 AM.233
1534,Test1534,227,8:53:43 AM.233
1535,Test1535,10429,8:53:43 AM.233
1536,Test1536,3543,8:53:43 AM.233
1537,Test1537,13288,8:53:43 AM.233
1538,Test1538,20038,8:53:43 AM.233
1539,Test1539,23500,8:53:43 AM.233
1540,Test1540,4498,8:53:43 AM.233
1541,Test1541,2945,8:53:43 AM.233
1542,Test1542,9588,8:53:43 AM.233
1543,Test1543,10858,8:53:43 AM.233
1544,Test1544,9300,8:53:43 AM.233
1545,Test1545,14648,8:53:43 AM.233
1546,Test1546,9959,8:53:43 AM.233
1547,Test1547,13469,8:53:43 AM.233
1548,Test1548,11676,8:53:43 AM.233
1549,Test1549,21553,8:53:43 AM.233
1550,Test1550,3302,8:53:43 AM.233
1551,Test1551,22030,8:53:43 AM.233
1552,Test1552,15111,8:53:43 AM.233
1553,Test1553,3210,8:53:43 AM.233
1554,Test1554,14678,8:53:43 AM.233
1555,Test1555,24008,8:53:43 AM.233
1556,Test1556,5252,8:53:43 AM.233
1557,Test1557,8705,8:53:43 AM.233
1558,Test1558,21872,8:53:43 AM.233
1559,Test1559,1102,8:53:43 AM.233
1560,Test1560,14195,8:53:43 AM.233
1561,Test1561,24601,8:53:43 AM.233
1562,Test1562,9479,8:53:43 AM.233
1563,Test1563,20828,8:53:43 AM.233
1564,Test1564,9830,8:53:43 AM.233
1565,Test1565,12743,8:53:43 AM.233
1566,Test1566,16533,8:53:43 AM.233
1567,Test1567,18315,8:53:43 AM.233
1568,Test1568,3511,8:53:43 AM.233
1569,Test1569,2547,8:53:43 AM.233
1570,Test1570,22323,8:53:43 AM.233
1571,Test1571,20670,8:53:43 AM.233
1572,Test1572,3369,8:53:43 AM.233
1573,Test1573,16113,8:53:43 AM.233
1574,Test1574,7883,8:53:43 AM.233
1575,Test1575,5076,8:53:43 AM.233
1576,Test1576,17722,8:53:43 AM.233
1577,Test1577,12263,8:53:43 AM.233
1578,Test1578,9613,8:53:43 AM.233
1579,Test1579,5425,8:53:43 AM.233
1580,Test1580,24114,8:53:43 AM.233
1581,Test1581,22043,8:53:43 AM.233
1582,Test1582,7551,8:53:43 AM.233
1583,Test1583,18045,8:53:43 AM.233
1584,Test1584,19156,8:53:43 AM.233
1585,Test1585,15208,8:53:43 AM.233
1586,Test1586,6442,8:53:43 AM.233
1587,Test1587,6790,8:53:43 AM.233
1588,Test1588,17892,8:53:43 AM.233
1589,Test1589,1218,8:53:43 AM.233
1590,Test1590,5176,8:53:43 AM.233
1591,Test1591,19837,8:53:43 AM.233
1592,Test1592,16416,8:53:43 AM.233
1593,Test1593,18936,8:53:43 AM.233
1594,Test1594,9305,8:53:43 AM.233
1595,Test1595,4896,8:53:43 AM.233
1596,Test1596,18466,8:53:43 AM.233
1597,Test1597,13760,8:53:43 AM.233
1598,Test1598,1028,8:53:43 AM.233
1599,Test1599,21556,8:53:43 AM.233
1600,Test1600,23115,8:53:43 AM.233
1601,Test1601,16644,8:53:43 AM.233
1602,Test1602,9958,8:53:43 AM.233
1603,Test1603,9128,8:53:43 AM.233
1604,Test1604,24229,8:53:43 AM.233
1605,Test1605,7631,8:53:43 AM.233
1606,Test1606,18661,8:53:43 AM.233
1607,Test1607,23997,8:53:43 AM.233
1608,Test1608,20326,8:53:43 AM.233
1609,Test1609,9601,8:53:43 AM.233
1610,Test1610,6286,8:53:43 AM.233
1611,Test1611,17988,8:53:43 AM.233
1612,Test1612,24092,8:53:43 AM.233
1613,Test1613,16446,8:53:43 AM.233
1614,Test1614,1987,8:53:43 AM.233
1615,Test1615,17151,8:53:43 AM.233
1616,Test1616,17049,8:53:43 AM.233
1617,Test1617,16433,8:53:43 AM.233
1618,Test1618,1672,8:53:43 AM.234
1619,Test1619,19621,8:53:43 AM.234
1620,Test1620,6301,8:53:43 AM.234
1621,Test1621,9742,8:53:43 AM.234
1622,Test1622,422,8:53:43 AM.234
1623,Test1623,2292,8:53:43 AM.234
1624,Test1624,22370,8:53:43 AM.234
1625,Test1625,2485,8:53:43 AM.234
1626,Test1626,4253,8:53:43 AM.234
1627,Test1627,9432,8:53:43 AM.234
1628,Test1628,6808,8:53:43 AM.234
1629,Test1629,2986,8:53:43 AM.234
1630,Test1630,11610,8:53:43 AM.234
1631,Test1631,3962,8:53:43 AM.234
1632,Test1632,11235,8:53:43 AM.234
1633,Test1633,13056,8:53:43 AM.234
1634,Test1634,7309,8:53:43 AM.234
1635,Test1635,7470,8:53:43 AM.234
1636,Test1636,12085,8:53:43 AM.234
1637,Test1637,23423,8:53:43 AM.234
1638,Test1638,18815,8:53:43 AM.234
1639,Test1639,11524,8:53:43 AM.234
1640,Test1640,21547,8:53:43 AM.234
1641,Test1641,7445,8:53:43 AM.234
1642,Test1642,11463,8:53:43 AM.234
1643,Test1643,8290,8:53:43 AM.234
1644,Test1644,19932,8:53:43 AM.234
1645,Test1645,12188,8:53:43 AM.234
1646,Test1646,20745,8:53:43 AM.234
1647,Test1647,24969,8:53:43 AM.234
1648,Test1648,16948,8:53:43 AM.234
1649,Test1649,17153,8:53:43 AM.234
1650,Test1650,12846,8:53:43 AM.234
1651,Test1651,2032,8:53:43 AM.234
1652,Test1652,12087,8:53:43 AM.234
1653,Test1653,6406,8:53:43 AM.234
1654,Test1654,15255,8:53:43 AM.234
1655,Test1655,13373,8:53:43 AM.234
1656,Test1656,16221,8:53:43 AM.234
1657,Test1657,7665,8:53:43 AM.234
1658,Test1658,11758,8:53:43 AM.234
1659,Test1659,21744,8:53:43 AM.234
1660,Test1660,3377,8:53:43 AM.234
1661,Test1661,9229,8:53:43 AM.234
1662,Test1662,17188,8:53:43 AM.234
1663,Test1663,17339,8:53:43 AM.234
1664,Test1664,22991,8:53:43 AM.234
1665,Test1665,2323,8:53:43 AM.234
1666,Test1666,6753,8:53:43 AM.234
1667,Test1667,11035,8:53:43 AM.234
1668,Test1668,9136,8:53:43 AM.234
1669,Test1669,19517,8:53:43 AM.234
1670,Test1670,5066,8:53:43 AM.234
1671,Test1671,18626,8:53:43 AM.234
1672,Test1672,22617,8:53:43 AM.234
1673,Test1673,15148,8:53:43 AM.234
1674,Test1674,23074,8:53:43 AM.234
1675,Test1675,23855,8:53:43 AM.234
1676,Test1676,23278,8:53:43 AM.234
1677,Test1677,17132,8:53:43 AM.234
1678,Test1678,7360,8:53:43 AM.234
1679,Test1679,10182,8:53:43 AM.234
1680,Test1680,6739,8:53:43 AM.234
1681,Test1681,4283,8:53:43 AM.234
1682,Test1682,17483,8:53:43 AM.234
1683,Test1683,14655,8:53:43 AM.234
1684,Test1684,15140,8:53:43 AM.234
1685,Test1685,9577,8:53:43 AM.234
1686,Test1686,16875,8:53:43 AM.234
1687,Test1687,4828,8:53:43 AM.234
1688,Test1688,22801,8:53:43 AM.234
1689,Test1689,18936,8:53:43 AM.234
1690,Test1690,16248,8:53:43 AM.234
1691,Test1691,4419,8:53:43 AM.234
1692,Test1692,11665,8:53:43 AM.234
1693,Test1693,22071,8:53:43 AM.234
1694,Test1694,8146,8:53:43 AM.234
1695,Test1695,12318,8:53:43 AM.234
1696,Test1696,15256,8:53:43 AM.234
1697,Test1697,19124,8:53:43 AM.234
1698,Test1698,10299,8:53:43 AM.234
1699,Test1699,17608,8:53:43 AM.234
1700,Test1700,5434,8:53:43 AM.234
1701,Test1701,9710,8:53:43 AM.234
1702,Test1702,15833,8:53:43 AM.234
1703,Test1703,22431,8:53:43 AM.234
1704,Test1704,12087,8:53:43 AM.234
1705,Test1705,19220,8:53:43 AM.234
1706,Test1706,4414,8:53:43 AM.234
1707,Test1707,21938,8:53:43 AM.234
1708,Test1708,8332,8:53:43 AM.234
1709,Test1709,16399,8:53:43 AM.234
1710,Test1710,15094,8:53:43 AM.234
1711,Test1711,24088,8:53:43 AM.234
1712,Test1712,304,8:53:43 AM.234
1713,Test1713,1575,8:53:43 AM.234
1714,Test1714,15004,8:53:43 AM.234
1715,Test1715,24094,8:53:43 AM.234
1716,Test1716,16745,8:53:43 AM.234
1717,Test1717,2533,8:53:43 AM.234
1718,Test1718,2199,8:53:43 AM.234
1719,Test1719,13413,8:53:43 AM.234
1720,Test1720,10448,8:53:43 AM.234
1721,Test1721,1924,8:53:43 AM.234
1722,Test1722,13233,8:53:43 AM.234
1723,Test1723,15200,8:53:43 AM.234
1724,Test1724,3268,8:53:43 AM.234
1725,Test1725,646,8:53:43 AM.234
1726,Test1726,6961,8:53:43 AM.234
1727,Test1727,546,8:53:43 AM.234
1728,Test1728,7002,8:53:43 AM.234
1729,Test1729,10756,8:53:43 AM.234
1730,Test1730,8599,8:53:43 AM.234
1731,Test1731,4154,8:53:43 AM.234
1732,Test1732,6833,8:53:43 AM.234
1733,Test1733,14752,8:53:43 AM.234
1734,Test1734,4747,8:53:43 AM.234
1735,Test1735,22029,8:53:43 AM.234
1736,Test1736,13450,8:53:43 AM.234
1737,Test1737,20052,8:53:43 AM.234
1738,Test1738,2568,8:53:43 AM.234
1739,Test1739,20919,8:53:43 AM.234
1740,Test1740,5163,8:53:43 AM.234
1741,Test1741,19936,8:53:43 AM.234
1742,Test1742,21496,8:53:43 AM.234
1743,Test1743,6402,8:53:43 AM.234
1744,Test1744,3841,8:53:43 AM.234
1745,Test1745,17159,8:53:43 AM.234
1746,Test1746,4115,8:53:43 AM.234
1747,Test1747,10089,8:53:43 AM.234
1748,Test1748,7066,8:53:43 AM.234
1749,Test1749,9052,8:53:43 AM.234
1750,Test1750,20572,8:53:43 AM.234
1751,Test1751,12722,8:53:43 AM.234
1752,Test1752,16924,8:53:43 AM.234
1753,Test1753,21886,8:53:43 AM.234
1754,Test1754,7159,8:53:43 AM.234
1755,Test1755,3510,8:53:43 AM.234
1756,Test1756,21477,8:53:43 AM.234
1757,Test1757,632,8:53:43 AM.234
1758,Test1758,19162,8:53:43 AM.234
1759,Test1759,11440,8:53:43 AM.234
1760,Test1760,12258,8:53:43 AM.234
1761,Test1761,3868,8:53:43 AM.234
1762,Test1762,14936,8:53:43 AM.234
1763,Test1763,22575,8:53:43 AM.234
1764,Test1764,7799,8:53:43 AM.234
1765,Test1765,10940,8:53:43 AM.234
1766,Test1766,17255,8:53:43 AM.234
1767,Test1767,10551,8:53:43 AM.234
1768,Test1768,21827,8:53:43 AM.234
1769,Test1769,17975,8:53:43 AM.234
1770,Test1770,10643,8:53:43 AM.234
1771,Test1771,21693,8:53:43 AM.234
1772,Test1772,24965,8:53:43 AM.234
1773,Test1773,6279,8:53:43 AM.234
1774,Test1774,8250,8:53:43 AM.234
1775,Test1775,15511,8:53:43 AM.234
1776,Test1776,5427,8:53:43 AM.234
1777,Test1777,6831,8:53:43 AM.234
1778,Test1778,11358,8:53:43 AM.234
1779,Test1779,11108,8:53:43 AM.234
1780,Test1780,21531,8:53:43 AM.234
1781,Test1781,21871,8:53:43 AM.234
1782,Test1782,18479,8:53:43 AM.234
1783,Test1783,22950,8:53:43 AM.234
1784,Test1784,15183,8:53:43 AM.234
1785,Test1785,20876,8:53:43 AM.234
1786,Test1786,12230,8:53:43 AM.234
1787,Test1787,9946,8:53:43 AM.234
1788,Test1788,7592,8:53:43 AM.234
1789,Test1789,1237,8:53:43 AM.234
1790,Test1790,551,8:53:43 AM.234
1791,Test1791,12817,8:53:43 AM.234
1792,Test1792,889,8:53:43 AM.234
1793,Test1793,16127,8:53:43 AM.234
1794,Test1794,8660,8:53:43 AM.234
1795,Test1795,1294,8:53:43 AM.234
1796,Test1796,5000,8:53:43 AM.234
1797,Test1797,23921,8:53:43 AM.234
1798,Test1798,23602,8:53:43 AM.234
1799,Test1799,17901,8:53:43 AM.234
1800,Test1800,24904,8:53:43 AM.234
1801,Test1801,18563,8:53:43 AM.234
1802,Test1802,13261,8:53:43 AM.234
1803,Test1803,14090,8:53:43 AM.234
1804,Test1804,23408,8:53:43 AM.234
1805,Test1805,23879,8:53:43 AM.234
1806,Test1806,12757,8:53:43 AM.234
1807,Test1807,10644,8:53:43 AM.234
1808,Test1808,13635,8:53:43 AM.234
1809,Test1809,16647,8:53:43 AM.234
1810,Test1810,23082,8:53:43 AM.234
1811,Test1811,14645,8:53:43 AM.234
1812,Test1812,14274,8:53:43 AM.234
1813,Test1813,8054,8:53:43 AM.234
1814,Test1814,14909,8:53:43 AM.234
1815,Test1815,15387,8:53:43 AM.234
1816,Test1816,10388,8:53:43 AM.234
1817,Test1817,16986,8:53:43 AM.234
1818,Test1818,7391,8:53:43 AM.234
1819,Test1819,11923,8:53:43 AM.234
1820,Test1820,23710,8:53:43 AM.234
1821,Test1821,7308,8:53:43 AM.234
1822,Test1822,2959,8:53:43 AM.234
1823,Test1823,20589,8:53:43 AM.234
1824,Test1824,17423,8:53:43 AM.234
1825,Test1825,22825,8:53:43 AM.234
1826,Test1826,20803,8:53:43 AM.234
1827,Test1827,8837,8:53:43 AM.234
1828,Test1828,22619,8:53:43 AM.234
1829,Test1829,6955,8:53:43 AM.234
1830,Test1830,10511,8:53:43 AM.234
1831,Test1831,6506,8:53:43 AM.234
1832,Test1832,8229,8:53:43 AM.234
1833,Test1833,18457,8:53:43 AM.234
1834,Test1834,11204,8:53:43 AM.234
1835,Test1835,2967,8:53:43 AM.234
1836,Test1836,8609,8:53:43 AM.234
1837,Test1837,4389,8:53:43 AM.234
1838,Test1838,24541,8:53:43 AM.234
1839,Test1839,16304,8:53:43 AM.234
1840,Test1840,8119,8:53:43 AM.234
1841,Test1841,1585,8:53:43 AM.234
1842,Test1842,21310,8:53:43 AM.234
1843,Test1843,15944,8:53:43 AM.234
1844,Test1844,3155,8:53:43 AM.234
1845,Test1845,10906,8:53:43 AM.234
1846,Test1846,23543,8:53:43 AM.234
1847,Test1847,17835,8:53:43 AM.234
1848,Test1848,1218,8:53:43 AM.234
1849,Test1849,18273,8:53:43 AM.234
1850,Test1850,15905,8:53:43 AM.234
1851,Test1851,13013,8:53:43 AM.234
1852,Test1852,16529,8:53:43 AM.234
1853,Test1853,11679,8:53:43 AM.234
1854,Test1854,19191,8:53:43 AM.234
1855,Test1855,17595,8:53:43 AM.234
1856,Test1856,15604,8:53:43 AM.234
1857,Test1857,17672,8:53:43 AM.234
1858,Test1858,21667,8:53:43 AM.234
1859,Test1859,583,8:53:43 AM.234
1860,Test1860,3075,8:53:43 AM.234
1861,Test1861,3920,8:53:43 AM.234
1862,Test1862,13025,8:53:43 AM.234
1863,Test1863,6680,8:53:43 AM.234
1864,Test1864,6136,8:53:43 AM.234
1865,Test1865,16576,8:53:43 AM.234
1866,Test1866,6416,8:53:43 AM.234
1867,Test1867,20816,8:53:43 AM.234
1868,Test1868,21849,8:53:43 AM.234
1869,Test1869,11941,8:53:43 AM.234
1870,Test1870,6777,8:53:43 AM.234
1871,Test1871,5999,8:53:43 AM.234
1872,Test1872,17444,8:53:43 AM.234
1873,Test1873,16087,8:53:43 AM.234
1874,Test1874,3804,8:53:43 AM.234
1875,Test1875,22124,8:53:43 AM.234
1876,Test1876,10997,8:53:43 AM.234
1877,Test1877,12014,8:53:43 AM.234
1878,Test1878,17434,8:53:43 AM.234
1879,Test1879,6517,8:53:43 AM.234
1880,Test1880,24281,8:53:43 AM.234
1881,Test1881,2968,8:53:43 AM.234
1882,Test1882,7618,8:53:43 AM.234
1883,Test1883,4345,8:53:43 AM.234
1884,Test1884,16049,8:53:43 AM.234
1885,Test1885,22497,8:53:43 AM.234
1886,Test1886,14976,8:53:43 AM.234
1887,Test1887,21550,8:53:43 AM.234
1888,Test1888,24265,8:53:43 AM.234
1889,Test1889,18609,8:53:43 AM.234
1890,Test1890,12363,8:53:43 AM.234
1891,Test1891,15937,8:53:43 AM.234
1892,Test1892,7722,8:53:43 AM.234
1893,Test1893,23958,8:53:43 AM.234
1894,Test1894,13228,8:53:43 AM.234
1895,Test1895,4198,8:53:43 AM.234
1896,Test1896,13560,8:53:43 AM.234
1897,Test1897,14630,8:53:43 AM.234
1898,Test1898,9808,8:53:43 AM.234
1899,Test1899,11578,8:53:43 AM.234
1900,Test1900,4489,8:53:43 AM.234
1901,Test1901,2726,8:53:43 AM.234
1902,Test1902,20985,8:53:43 AM.234
1903,Test1903,14277,8:53:43 AM.234
1904,Test1904,11496,8:53:43 AM.234
1905,Test1905,9906,8:53:43 AM.234
1906,Test1906,20569,8:53:43 AM.234
1907,Test1907,441,8:53:43 AM.234
1908,Test1908,7874,8:53:43 AM.234
1909,Test1909,22066,8:53:43 AM.234
1910,Test1910,6597,8:53:43 AM.234
1911,Test1911,3589,8:53:43 AM.234
1912,Test1912,237,8:53:43 AM.234
1913,Test1913,15149,8:53:43 AM.234
1914,Test1914,1301,8:53:43 AM.234
1915,Test1915,107,8:53:43 AM.234
1916,Test1916,21301,8:53:43 AM.234
1917,Test1917,8679,8:53:43 AM.234
1918,Test1918,15630,8:53:43 AM.234
1919,Test1919,8638,8:53:43 AM.234
1920,Test1920,1599,8:53:43 AM.234
1921,Test1921,9866,8:53:43 AM.234
1922,Test1922,21550,8:53:43 AM.234
1923,Test1923,3240,8:53:43 AM.234
1924,Test1924,24577,8:53:43 AM.234
1925,Test1925,15839,8:53:43 AM.234
1926,Test1926,23277,8:53:43 AM.234
1927,Test1927,18486,8:53:43 AM.234
1928,Test1928,2858,8:53:43 AM.234
1929,Test1929,24605,8:53:43 AM.234
1930,Test1930,8564,8:53:43 AM.234
1931,Test1931,21367,8:53:43 AM.234
1932,Test1932,2205,8:53:43 AM.234
1933,Test1933,5856,8:53:43 AM.234
1934,Test1934,2027,8:53:43 AM.234
1935,Test1935,21554,8:53:43 AM.234
1936,Test1936,6983,8:53:43 AM.234
1937,Test1937,18341,8:53:43 AM.234
1938,Test1938,17849,8:53:43 AM.234
1939,Test1939,6143,8:53:43 AM.234
1940,Test1940,1928,8:53:43 AM.234
1941,Test1941,14534,8:53:43 AM.234
1942,Test1942,13675,8:53:43 AM.234
1943,Test1943,2199,8:53:43 AM.234
1944,Test1944,12011,8:53:43 AM.234
1945,Test1945,8773,8:53:43 AM.234
1946,Test1946,15700,8:53:43 AM.234
1947,Test1947,17572,8:53:43 AM.234
1948,Test1948,22656,8:53:43 AM.234
1949,Test1949,13121,8:53:43 AM.234
1950,Test1950,7897,8:53:43 AM.234
1951,Test1951,4880,8:53:43 AM.234
1952,Test1952,24000,8:53:43 AM.234
1953,Test1953,1170,8:53:43 AM.234
1954,Test1954,9978,8:53:43 AM.234
1955,Test1955,19623,8:53:43 AM.234
1956,Test1956,6176,8:53:43 AM.234
1957,Test1957,17744,8:53:43 AM.234
1958,Test1958,14700,8:53:43 AM.234
1959,Test1959,20656,8:53:43 AM.234
1960,Test1960,11628,8:53:43 AM.234
1961,Test1961,2082,8:53:43 AM.234
1962,Test1962,22582,8:53:43 AM.234
1963,Test1963,8269,8:53:43 AM.234
1964,Test1964,13502,8:53:43 AM.234
1965,Test1965,10230,8:53:43 AM.234
1966,Test1966,1384,8:53:43 AM.234
1967,Test1967,19380,8:53:43 AM.234
1968,Test1968,13121,8:53:43 AM.234
1969,Test1969,4746,8:53:43 AM.234
1970,Test1970,18123,8:53:43 AM.234
1971,Test1971,2960,8:53:43 AM.234
1972,Test1972,15830,8:53:43 AM.234
1973,Test1973,9486,8:53:43 AM.234
1974,Test1974,6709,8:53:43 AM.234
1975,Test1975,12065,8:53:43 AM.234
1976,Test1976,21191,8:53:43 AM.234
1977,Test1977,19351,8:53:43 AM.234
1978,Test1978,16228,8:53:43 AM.234
1979,Test1979,15803,8:53:43 AM.234
1980,Test1980,138,8:53:43 AM.234
1981,Test1981,5705,8:53:43 AM.234
1982,Test1982,20829,8:53:43 AM.234
1983,Test1983,14737,8:53:43 AM.234
1984,Test1984,16707,8:53:43 AM.234
1985,Test1985,3683,8:53:43 AM.234
1986,Test1986,22366,8:53:43 AM.234
1987,Test1987,1034,8:53:43 AM.234
1988,Test1988,20877,8:53:43 AM.234
1989,Test1989,7403,8:53:43 AM.234
1990,Test1990,15378,8:53:43 AM.234
1991,Test1991,14238,8:53:43 AM.234
1992,Test1992,3641,8:53:43 AM.234
1993,Test1993,22192,8:53:43 AM.234
1994,Test1994,19515,8:53:43 AM.234
1995,Test1995,24846,8:53:43 AM.234
1996,Test1996,16951,8:53:43 AM.234
1997,Test1997,5405,8:53:43 AM.234
1998,Test1998,13696,8:53:43 AM.234
1999,Test1999,1781,8:53:43 AM.234
2000,Test2000,7389,8:53:43 AM.234
2001,Test2001,21319,8:53:43 AM.234
2002,Test2002,4450,8:53:43 AM.234
2003,Test2003,17910,8:53:43 AM.234
2004,Test2004,19997,8:53:43 AM.234
2005,Test2005,4937,8:53:43 AM.234
2006,Test2006,14050,8:53:43 AM.234
2007,Test2007,14513,8:53:43 AM.234
2008,Test2008,19461,8:53:43 AM.234
2009,Test2009,22913,8:53:43 AM.234
2010,Test2010,23432,8:53:43 AM.234
2011,Test2011,11824,8:53:43 AM.234
2012,Test2012,1515,8:53:43 AM.234
2013,Test2013,23896,8:53:43 AM.234
2014,Test2014,20518,8:53:43 AM.234
2015,Test2015,5923,8:53:43 AM.234
2016,Test2016,6252,8:53:43 AM.234
2017,Test2017,7845,8:53:43 AM.234
2018,Test2018,16561,8:53:43 AM.234
2019,Test2019,9818,8:53:43 AM.234
2020,Test2020,12863,8:53:43 AM.234
2021,Test2021,349,8:53:43 AM.234
2022,Test2022,23503,8:53:43 AM.234
2023,Test2023,5718,8:53:43 AM.234
2024,Test2024,14367,8:53:43 AM.234
2025,Test2025,3884,8:53:43 AM.234
2026,Test2026,24319,8:53:43 AM.234
2027,Test2027,18637,8:53:43 AM.234
2028,Test2028,14971,8:53:43 AM.234
2029,Test2029,6862,8:53:43 AM.234
2030,Test2030,20113,8:53:43 AM.234
2031,Test2031,15785,8:53:43 AM.234
2032,Test2032,5655,8:53:43 AM.234
2033,Test2033,14447,8:53:43 AM.234
2034,Test2034,8414,8:53:43 AM.234
2035,Test2035,3818,8:53:43 AM.234
2036,Test2036,1254,8:53:43 AM.234
2037,Test2037,2919,8:53:43 AM.234
2038,Test2038,19739,8:53:43 AM.234
2039,Test2039,11770,8:53:43 AM.234
2040,Test2040,14633,8:53:43 AM.234
2041,Test2041,7852,8:53:43 AM.234
2042,Test2042,6573,8:53:43 AM.234
2043,Test2043,22964,8:53:43 AM.234
